Palas,Precio,Marca,Color,Balance,Nucleo,Cara,Dureza,Nivel de Juego,Forma,Superficie,Tipo de Juego,Jugador,score_lesion,score_nivel
SOFTEE FREEZER CARBON BLUE 2024,123.95,softee,negro,2,2,0,2,1,2,0,2,hombre,0.576923076923077,0.513711151736746
SOFTEE RAZE EVOLUTION ORANGE CARBONO,69.95,softee,negro,2,4,0,1,1,1,1,2,hombre,0.6346153846153847,0.546617915904936
RS PADEL COBRA EDITION LIMA MUJER,79.95,No data,"negro, lima",1,2,1,0,1,1,2,0,mujer,0.3730769230769231,0.33089579524680074
SOFTEE RANGER RED JUNIOR,43.95,softee,No data,2,4,1,1,1,3,2,2,junior,0.7961538461538462,0.7367458866544789
SOFTEE K3 TOUR 7.0,144.95,softee,"negro, amarillo",3,4,0,0,2,1,1,0,mixta,0.5576923076923077,0.5210237659963437
J.HAYBER WARRIOR FIT,51.95,No data,"azul, lima",2,4,1,0,2,1,1,0,mixta,0.5461538461538462,0.5027422303473492
BULLPADEL AXYM DB 2023,89.95,bullpadel,"negro, verde",2,2,1,0,2,2,2,2,hombre,0.6230769230769231,0.623400365630713
STAR VIE RAPTOR MASTER FINAL,179.0,No data,blanco,2,4,0,2,2,1,2,2,hombre,0.7692307692307693,0.7074954296160877
DUNLOP BLITZ ATTACK 2.0,103.95,dunlop,naranja,1,2,0,2,2,1,2,1,hombre,0.5384615384615385,0.510054844606947
SOFTEE BEACH TENNIS FISTERRA,232.95,No data,negro,2,2,0,2,2,1,2,1,mixta,0.5961538461538461,0.5648994515539306
VAIRO COMPACT SIGNATURE,209.95,softee,"negro, blanco",0,2,0,2,3,0,2,0,hombre,0.42307692307692313,0.44606946983546625
BLACK CROWN PITON 12 SILVER 2024,160.95,black crown,"negro, azul marino",2,4,0,1,2,1,2,2,hombre,0.7115384615384616,0.6636197440585009
SIUX ELECTRA ST3 GO,189.0,siux,No data,2,3,0,2,1,0,2,2,mixta,0.6346153846153847,0.5356489945155394
MYSTICA LEGACY HYBRID YELLOW 2024,62.95,No data,"negro, amarillo",2,2,1,2,1,0,1,2,mixta,0.5846153846153846,0.4844606946983547
ENEBE ARROW BLUE 2024,67.95,enebe,"negro, azul",3,4,1,1,1,3,1,3,hombre,0.8730769230769231,0.8025594149908593
ENEBE COMBAT CARBON 9.1,48.95,No data,No data,2,2,1,2,1,0,0,2,mixta,0.5461538461538462,0.44058500914076787
MYSTICA QUICKSTART HYBRID RED 2024,109.95,enebe,"negro, lima",1,4,0,0,2,0,1,0,mixta,0.40384615384615385,0.35648994515539306
RS COBRA EDITION NEGRO BLANCO,104.95,No data,"negro, blanco",2,4,1,0,1,1,2,0,mixta,0.5461538461538462,0.473491773308958
SOFTEE PRO MASTER EVOLUTION AMARILLO,49.95,softee,"negro, amarillo",2,4,1,0,1,2,2,0,mixta,0.5846153846153846,0.5283363802559415
SALMING MAGICIAN S17 LTD,94.95,No data,"negro, blanco",2,4,0,0,2,0,1,0,mixta,0.46153846153846156,0.4113345521023766
VAIRO ACROSS ORANGE SAND FINISH,64.95,No data,"negro, blanco, naranja",1,2,1,0,1,1,2,1,mixta,0.4307692307692308,0.3857404021937843
VAIRO ACROSS YELLOW SAND FINISH,64.95,No data,amarillo,1,2,2,2,1,1,2,1,mixta,0.5923076923076923,0.510054844606947
VAIRO TURBO COMFORT,119.95,No data,No data,3,2,0,2,2,2,1,1,hombre,0.6538461538461539,0.6307129798903108
WILSON PRO STAFF V2 TEAM NEGRO ROJO,47.95,wilson,"negro, rojo",1,4,1,0,2,1,1,0,mixta,0.48846153846153845,0.44789762340036565
RS PADEL PRIME EDITION 2.0 AZUL OSCURO MUJER,94.95,No data,"blanco, azul marino",2,2,0,0,2,2,2,0,mujer,0.46153846153846156,0.4771480804387569
VARLION LW SUMMUM PRISMA MUJER,188.95,varlion,"negro, azul",2,3,0,0,2,1,2,1,mixta,0.5384615384615385,0.5210237659963437
SOFTEE EGON 2024,29.95,softee,negro,0,4,1,1,1,1,1,1,hombre,0.5076923076923077,0.44606946983546614
SOFTEE SUMMIT 3.0 YELLOW POWER 2024,174.95,softee,"negro, amarillo",3,4,0,1,2,0,2,2,hombre,0.7307692307692308,0.6636197440585009
BLACK CROWN PATRON EVOLUTION 2024,184.95,black crown,No data,2,0,0,3,2,0,2,2,hombre,0.5576923076923077,0.5210237659963437
BABOLAT DYNA ENERGY 2023,191.95,babolat,"blanco, rosa",2,2,2,0,1,2,2,2,mujer,0.6307692307692307,0.586837294332724
STARVIE ASTRUM 2024,172.95,No data,negro,2,4,0,1,2,1,2,2,hombre,0.7115384615384616,0.6636197440585009
SIUX ELECTRA JR ST3,69.95,siux,negro,1,4,1,1,1,0,1,2,junior,0.5846153846153846,0.4734917733089579
SIUX DIABLO REVOLUTION JR 3,69.95,siux,negro,1,4,1,1,1,0,1,2,junior,0.5846153846153846,0.4734917733089579
PRINCE TOUR DI LEGEND,146.95,prince,"blanco, verde",2,2,0,0,2,3,2,0,mixta,0.5,0.5319926873857405
SOFTEE PRO MASTER EVOLUTION NARANJA,49.95,softee,"negro, naranja",2,4,1,0,2,2,1,0,mixta,0.5846153846153846,0.5575868372943328
ENEBE AEROX CARBON 21,118.95,enebe,"negro, azul",2,4,0,0,2,1,1,0,hombre,0.5,0.46617915904936014
MYSTICA LEGACY HYBRID ORANGE 2024,62.95,No data,"negro, rojo",2,2,1,2,1,0,1,2,mixta,0.5846153846153846,0.4844606946983547
DROP SHOT CANYON SOFT,135.95,drop shot,"blanco, azul",0,4,0,0,3,2,1,0,mixta,0.46153846153846156,0.5118829981718465
VAIRO ACROSS PINK SAND FINISH,64.95,No data,rosa,1,2,2,2,1,1,2,1,mujer,0.5923076923076923,0.510054844606947
VAIRO ACROSS ORANGE,64.95,No data,"negro, blanco, naranja",2,2,1,0,1,1,1,1,hombre,0.45,0.396709323583181
ENEBE AEROX 7.2 CARBON RELOADED 2024,151.95,enebe,"negro, blanco",2,2,0,2,1,2,1,2,hombre,0.6153846153846154,0.5575868372943328
ENEBE COMBAT 7.1 RELOADED 2024,138.95,enebe,"negro, blanco, gold",2,2,0,2,1,0,1,2,hombre,0.5384615384615385,0.44789762340036565
ENEBE NITRO RED JUNIOR,55.95,enebe,negro,2,2,1,1,1,1,1,2,junior,0.5653846153846154,0.49542961608775143
ENEBE RSX 7.1 CARBON RELOADED,151.95,enebe,rosa,2,2,0,2,2,2,1,2,mixta,0.6538461538461539,0.6307129798903108
VAIRO ACROSS YELLOW,64.95,No data,"negro, blanco, amarillo",2,2,1,0,1,1,1,2,mixta,0.5076923076923077,0.4515539305301645
STARVIE AQUILA PRO 2024,110.95,enebe,"negro, naranja",2,4,0,0,2,2,1,0,mixta,0.5384615384615385,0.5210237659963437
ENEBE SUPRA CARBON 21,107.95,No data,No data,3,2,0,2,2,2,2,2,mixta,0.75,0.7294332723948812
SOFTEE SPEED 3.0 ROYAL POWER 2024,167.95,softee,negro,2,4,0,1,2,2,2,3,hombre,0.8076923076923077,0.773308957952468
DUNLOP AERO-STAR JUNIOR,45.95,dunlop,"negro, marrón",2,4,0,0,1,0,0,2,junior,0.5,0.40402193784277884
SIUX LIBERTY CONTROL,99.95,siux,No data,1,2,0,2,1,1,2,1,mixta,0.5,0.43692870201096895
ENEBE NITRO GREEN JUNIOR 2024,55.95,enebe,negro,2,2,1,2,1,1,1,1,junior,0.5653846153846154,0.4844606946983547
ENEBE NITRO RED 2024,59.95,enebe,negro,2,2,1,2,1,1,1,1,hombre,0.5653846153846154,0.4844606946983547
ENEBE RESPONSE FIBER PURPLE,95.95,enebe,blanco,2,2,1,2,1,0,1,2,mujer,0.5846153846153846,0.4844606946983547
STARVIE JUNIOR 2024,59.95,No data,"negro, rojo",1,4,1,1,1,1,1,1,junior,0.5653846153846154,0.4734917733089579
SOFTEE SPEED GOLD POWER 3.0 2024,179.95,softee,"negro, gold",2,4,0,2,2,2,2,2,hombre,0.8076923076923077,0.7623400365630713
VIBOR-A BELCHER CLASSIC FIBER 2024,82.95,vibor-a,"negro, azul",2,2,1,1,1,1,1,1,hombre,0.5076923076923077,0.44058500914076787
STARVIE TITANIA ULTRA SPEED SOFT 2024,103.95,No data,"negro, rojo",2,4,1,1,2,1,2,1,hombre,0.7000000000000001,0.6453382084095064
STARVIE RADAR 2024,123.95,No data,"negro, gris",2,4,1,1,1,2,1,2,hombre,0.7192307692307692,0.6380255941499086
STARVIE HELION 2024,118.95,No data,"negro, naranja",2,4,1,1,1,1,1,1,hombre,0.6230769230769231,0.5283363802559414
SOFTEE BLOQUER 2024,83.95,softee,negro,3,2,0,2,1,0,1,2,hombre,0.5961538461538461,0.5027422303473492
SOFTEE FREEZER CARBON GREEN 2024,123.95,softee,negro,2,2,0,2,1,2,1,2,hombre,0.6153846153846154,0.5575868372943328
STARVIE METHEORA 2024,169.95,No data,"negro, azul",1,4,0,1,2,1,2,1,hombre,0.5961538461538461,0.5539305301645339
SOFTEE POTENZA RAINBOW BLUE,95.95,softee,No data,2,4,0,1,1,2,1,2,hombre,0.6730769230769231,0.6014625228519196
ROYAL PADEL M27 LIGHT 2024,245.95,royal padel,rosa,0,0,3,1,2,1,2,1,mujer,0.4461538461538462,0.4606946983546618
ROYAL PADEL R-LINE FURY 2024,246.95,royal padel,rojo,3,2,0,2,2,1,2,2,hombre,0.7115384615384616,0.6745886654478978
STAR VIE ASTRUM PRO,179.0,No data,blanco,2,2,0,3,2,1,2,2,hombre,0.7115384615384616,0.6636197440585009
SIUX ULTRA PRO,349.0,siux,negro,2,2,0,2,2,0,2,2,hombre,0.6153846153846154,0.5648994515539306
SIUX SPYDER LITE CTRL 3 HARD,229.0,siux,"negro, verde",1,3,0,3,2,1,1,1,hombre,0.6153846153846154,0.5539305301645338
PRINCE PADEL JET,211.95,prince,"negro, verde",3,2,0,0,2,3,2,0,hombre,0.5576923076923077,0.586837294332724
SALMING HERO S51 12K,114.95,No data,"negro, blanco",1,4,0,0,2,1,1,0,mixta,0.44230769230769235,0.4113345521023766
SIUX STONE FORCE,99.0,siux,"negro, azul",1,4,1,0,1,1,1,1,mixta,0.5076923076923077,0.4296160877513711
SOFTEE WINNER PRO FUCSIA,125.95,softee,"negro, fucsia",0,4,0,0,2,2,1,0,mixta,0.42307692307692313,0.4387568555758684
VAIRO ACROSS BLUE SAND FINISH,125.95,enebe,"negro, naranja",2,2,0,0,1,2,2,2,hombre,0.5384615384615385,0.513711151736746
ENEBE COMBAT CARBON 9.2 NARANJA,125.95,enebe,"negro, azul",2,4,0,0,1,2,1,2,hombre,0.6153846153846154,0.5575868372943328
ENEBE RSX AZUL,64.95,No data,"negro, blanco, azul",1,2,1,0,1,1,2,1,hombre,0.4307692307692308,0.3857404021937843
VIBOR-A TAIPAN LIQUID EDITION 2023,189.95,vibor-a,"negro, blanco, rojo",2,4,0,0,2,2,2,2,hombre,0.6923076923076923,0.6745886654478978
ENEBE RESPONSE 24K,210.95,enebe,rosa,0,3,0,2,2,0,1,2,hombre,0.5192307692307693,0.4826325411334552
DUNLOP SPEED ATTACK 2.0,91.95,dunlop,amarillo,2,2,1,2,1,1,2,1,mixta,0.6038461538461538,0.5283363802559415
STARVIE AQUILA ULTRA SPEED SOFT 2024,110.95,No data,amarillo,3,4,0,1,2,2,2,2,mixta,0.8076923076923077,0.773308957952468
BLACK CROWN PITON ATTACK 15K POWER 2024,174.95,black crown,negro,2,2,2,0,2,2,2,2,hombre,0.6692307692307692,0.6599634369287021
ENEBE RS 9.1 ORANGE 2024,82.95,enebe,naranja,2,0,1,2,1,0,1,2,hombre,0.46923076923076923,0.39670932358318106
STARVIE KENTA ETERNAL ULTRA SPEED SOFT 2024,181.95,No data,"negro, gold",1,4,0,1,1,1,2,1,hombre,0.5576923076923077,0.48080438756855576
STARVIE TITANIA PRO 2024,103.95,No data,"negro, rojo",2,2,0,2,1,1,2,2,hombre,0.6153846153846154,0.546617915904936
VAIRO BLACK KARBON SPEED,189.95,No data,negro,2,2,0,3,2,0,1,2,mixta,0.6346153846153847,0.5648994515539305
ENEBE RESPONSE FIBER BLUE,111.95,enebe,rojo,0,2,1,2,2,3,1,3,hombre,0.6807692307692308,0.6946983546617916
ENEBE MASSIVE ROJA 2024,95.95,enebe,No data,2,2,1,2,1,0,1,2,hombre,0.5846153846153846,0.4844606946983547
VAIRO EVERLAST CONFORT,174.95,No data,No data,0,0,0,0,0,0,0,0,No data,0.0,0.0
VAIRO GENETIC POWER,144.95,No data,azul,2,4,0,2,2,1,2,2,mixta,0.7692307692307693,0.7074954296160877
VAIRO EVERLAST SPEED,174.95,No data,No data,0,0,0,0,0,0,0,0,No data,0.0,0.0
BULLPADEL HACK 03 FIP,189.95,bullpadel,No data,3,2,0,2,2,3,1,3,hombre,0.8076923076923077,0.7952468007312614
SOFTEE WINNER PRO MAROON 2024,111.95,softee,"negro, plateado",2,4,0,1,2,2,1,2,hombre,0.7115384615384616,0.6745886654478976
SOFTEE SUMMIT 3.0 ORANGE POWER 2024,174.95,softee,"negro, naranja",3,4,0,1,2,0,2,2,hombre,0.7307692307692308,0.6636197440585009
SOFTEE SPEED 3.0 YELLOW POWER 2024,167.95,softee,"negro, amarillo",2,4,0,1,2,2,2,2,hombre,0.75,0.7184643510054844
SOFTEE TRIONIC 2024,151.95,softee,naranja,2,4,0,2,1,0,2,2,hombre,0.6923076923076923,0.5795246800731262
ROYAL PADEL R30 GOLDEN WHITE PREMIER MENDOZA,288.95,royal padel,No data,3,4,1,1,3,3,1,2,hombre,0.8923076923076924,0.8939670932358318
ROYAL PADEL RP 779 WHIP EVA 2024,181.95,royal padel,No data,3,3,1,3,2,1,2,3,hombre,0.9307692307692308,0.8537477148080438
SOFTEE WINNER STAR PRO,114.95,softee,"negro, plateado",0,4,0,0,2,1,1,0,mixta,0.38461538461538464,0.38391224862888484
SOFTEE SPEED 3.0 WOMAN POWER 2024,170.95,softee,negro,2,4,0,1,2,2,2,3,mujer,0.8076923076923077,0.773308957952468
ROYAL PADEL WHIP HYBRID 2024,181.95,royal padel,No data,2,1,1,2,2,1,2,2,hombre,0.6423076923076924,0.6124314442413162
HEAD EXTREME JUNIOR 2023,68.95,head,verde,2,1,1,2,1,2,1,2,junior,0.6038461538461538,0.5502742230347349
ENEBE RS 9.1 BLUE 2024,87.95,enebe,azul,2,0,1,2,1,0,1,2,hombre,0.46923076923076923,0.39670932358318106
SIUX FENIX GO 4,174.99,siux,No data,3,3,0,3,1,0,1,3,hombre,0.7692307692307693,0.6453382084095064
SOFTEE BEACH TENNIS COPACABANA,178.95,softee,"negro, naranja",3,0,0,0,1,0,2,3,mixta,0.46153846153846156,0.42595978062157225
PACK PALA BULLPADEL VERTEX LTD,116.95,bullpadel,No data,3,3,0,3,2,3,2,3,hombre,0.9615384615384616,0.9268738574040218
ADIDAS ADIPOWER MULTIWEIGHT CTRL 2023,184.6,adidas,"negro, naranja",2,2,0,0,2,1,2,2,hombre,0.5384615384615385,0.5319926873857405
ORYGEN INTRUDER,15.95,orygen,"negro, rosa",1,1,0,1,1,1,1,0,mixta,0.2884615384615385,0.2504570383912249
ADIDAS METALBONE 3.2 2023,199.95,adidas,"negro, blanco, rojo",2,4,0,0,2,3,2,1,hombre,0.6730769230769231,0.6745886654478976
NOX TEMPO WPT LUXURY SERIES 2022,109.95,nox,No data,2,2,0,0,3,2,2,0,hombre,0.5,0.5502742230347349
PALA SIUX FENIX III JAVI RUIZ PRO,119.95,siux,"negro, naranja",2,2,0,2,3,0,2,2,hombre,0.6538461538461539,0.6380255941499087
BULLPADEL HACK 03 CTR 2023,109.95,bullpadel,"negro, azul, plateado",1,2,0,0,2,1,1,1,mixta,0.38461538461538464,0.37842778793418647
BULLPADEL VERTEX 03 COMFORT 2023,98.95,bullpadel,"negro, plateado",3,2,2,0,2,3,1,3,mixta,0.7846153846153846,0.7806215722120659
BULLPADEL HACK 03 COMFORT 23,105.95,bullpadel,"negro, gris",3,2,0,0,2,3,2,3,hombre,0.7307692307692308,0.7513711151736746
NOX ULTIMATE POWER LTD CARBON,112.95,nox,"blanco, gold",1,2,1,0,2,1,1,0,mixta,0.3730769230769231,0.3601462522851919
NOX ML10 PRO CUP CORP 2022,79.95,nox,"negro, blanco",3,2,0,0,2,3,2,3,mixta,0.7307692307692308,0.7513711151736746
ADIDAS ADIPOWER LIGHT 3.2 2023,129.95,adidas,"negro, blanco, multicolor",2,4,0,0,2,2,2,2,mujer,0.6923076923076923,0.6745886654478978
SIUX Genesis II LUCHO CAPRA PRO,99.95,siux,No data,2,2,0,2,2,0,0,2,hombre,0.5384615384615385,0.4771480804387569
BABOLAT AIR VERON 2023,129.95,babolat,"negro, blanco, azul, rojo",3,2,2,2,2,0,2,3,hombre,0.823076923076923,0.7477148080438758
NOX SHADOW POWER FIBER,86.95,nox,"negro, naranja",3,2,0,0,2,3,2,0,mixta,0.5576923076923077,0.586837294332724
BULLPADEL X-COMPACT 2 LTD ROSA,39.95,bullpadel,"negro, rosa",1,4,1,0,1,1,1,0,mixta,0.45,0.3747714808043876
SIUX INSPIRE 4.0,54.95,siux,"negro, amarillo",2,4,1,0,2,2,1,0,mixta,0.5846153846153846,0.5575868372943328
ADIDAS ADIPOWER CTRL 3.1 2022,139.95,adidas,"negro, naranja, azul",0,3,0,0,3,1,2,0,hombre,0.40384615384615385,0.4570383912248629
HEAD GRAPHENE 360 ALPHA ULTIMATE,99.95,head,gris,2,1,1,0,2,2,1,0,mixta,0.4115384615384615,0.4259597806215722
BULLPADEL X-COMPACT 2 LTD AMARILLO,39.95,bullpadel,"negro, amarillo",1,4,1,0,1,1,1,0,mixta,0.45,0.3747714808043876
NOX LOAD ARENA,66.95,nox,"negro, gris",0,2,1,0,2,1,2,0,mixta,0.35384615384615387,0.37659963436928706
NOX SHADOW DRIVE FIBER,86.95,nox,"negro, amarillo",3,3,0,0,2,2,2,0,mixta,0.576923076923077,0.5758683729433273
BULLPADEL IONIC POWER 2022,87.95,bullpadel,"negro, verde",3,2,0,0,2,3,2,0,mixta,0.5576923076923077,0.586837294332724
ADIDAS ADIPOWER LIGHT 3.1 2022,136.11,adidas,"negro, blanco, verde",2,4,0,0,2,1,2,0,mixta,0.5384615384615385,0.510054844606947
BULLPADEL GOLD XSERIES 3.0,98.95,nox,azul,3,4,0,0,2,3,2,3,hombre,0.8461538461538463,0.8391224862888482
NOX X PRO,64.95,bullpadel,"naranja, morado",2,4,0,0,1,2,1,0,mujer,0.5,0.44789762340036565
SIUX ELECTRA ST3 STUPA PRO,295.0,bullpadel,"amarillo, rosa",2,2,1,0,1,2,1,1,junior,0.48846153846153845,0.4515539305301645
BULLPADEL LEGEND 4.0 WOMAN,69.95,siux,"negro, amarillo",2,3,0,2,2,0,2,2,hombre,0.6730769230769231,0.6087751371115173
BULLPADEL INDIGA GIRL 2023,47.95,bullpadel,"negro, azul",1,4,1,0,2,1,1,0,mujer,0.48846153846153845,0.44789762340036565
NOX ML10 SHOTGUN LUXURY SERIES 23,219.95,nox,"negro, rojo",3,2,0,0,2,3,2,3,mixta,0.7307692307692308,0.7513711151736746
DUNLOP EXPLOSIVE PRO LTD LIMA,49.95,dunlop,"negro, azul, lima",2,1,1,0,1,1,1,0,mixta,0.3346153846153846,0.29798903107861063
SIUX FENIX PRO 4,295.0,siux,No data,3,3,0,3,3,3,2,3,hombre,1.0,0.9999999999999999
NOX ML10 PRO CUP BLACK EDITION 2022,99.95,nox,"negro, gold",1,2,1,0,2,1,1,0,mixta,0.3730769230769231,0.3601462522851919
HEAD GRAVITY PRO 2022,114.95,head,"negro, azul, rosa",0,1,0,0,2,1,1,0,mixta,0.21153846153846156,0.2522851919561243
BULLPADEL SKY POWER,79.95,bullpadel,"negro, verde",0,4,1,0,1,3,1,0,mixta,0.46923076923076923,0.4570383912248629
NOX LOAD 3D,66.95,nox,"negro, gris",2,2,1,0,2,2,2,1,mixta,0.5653846153846154,0.5685557586837294
ADIDAS ADIPOWER SOFT 2.0,121.0,adidas,No data,3,4,0,2,3,3,1,3,hombre,0.9615384615384616,0.9561243144424133
BULLPADEL HACK WOMAN,109.95,bullpadel,"negro, rosa",1,2,0,2,2,1,2,1,mujer,0.5384615384615385,0.510054844606947
WILSON BELA LT V2 BLANCO,159.95,wilson,blanco,3,4,0,0,2,3,2,3,mixta,0.8461538461538463,0.8391224862888482
ADIDAS ADIPOWER W TEAM MUJER 2023,105.95,adidas,"negro, multicolor",1,4,1,0,2,2,2,1,mujer,0.6230769230769231,0.6014625228519197
ADIDAS ADIPOWER MULTIWEIGHT MASTER LTD 2023,239.95,adidas,No data,3,3,0,2,2,1,2,2,hombre,0.7692307692307693,0.7184643510054844
DUNLOP SKIN CONTROL,171.95,dunlop,"negro, gris, azul",2,4,0,0,1,2,1,0,mixta,0.5,0.44789762340036565
DUNLOP SKIN ATTACK,59.95,dunlop,"negro, amarillo, azul",2,2,0,0,1,2,1,0,mixta,0.38461538461538464,0.3601462522851919
BULLPADEL AXYM WOMAN 2022,63.95,bullpadel,"gold, verde",2,4,2,0,2,2,2,0,mujer,0.6692307692307692,0.6380255941499086
WILSON BLADE PRO PADEL V2 2 NEGRO DORADO,202.95,wilson,"negro, gold",0,4,0,0,2,2,2,0,mixta,0.46153846153846156,0.4826325411334553
HEAD SPEED PRO 2023,139.95,head,"negro, gris",3,1,1,0,2,2,1,3,hombre,0.6423076923076924,0.6453382084095064
HEAD FLASH 2023 VERDE MORADO,65.95,head,No data,2,1,1,1,1,2,1,2,hombre,0.5461538461538462,0.506398537477148
NOX SILHOUTTE 6 LADY,54.95,nox,"negro, fucsia",1,3,0,3,1,1,1,2,mujer,0.6346153846153847,0.5356489945155393
VARLION MAXIMA SUMMUM PRISMA HUMAN PADEL OPEN,204.95,varlion,"gris, azul, rojo",2,4,0,0,3,2,1,0,hombre,0.576923076923077,0.5941499085923218
HEAD CHALLENGE AMARILLO VERDE,72.95,head,"negro, amarillo, verde",2,1,1,0,1,2,1,0,mixta,0.3730769230769231,0.3528336380255941
HEAD CALIBRE NARANJA,44.95,head,"negro, naranja",2,1,1,0,1,2,1,0,hombre,0.3730769230769231,0.3528336380255941
ADIDAS CROSS IT LIGHT 2024,169.95,adidas,"gris, azul",1,2,0,2,2,1,2,1,mujer,0.5384615384615385,0.510054844606947
STAR VIE BASALTO CARBON ORO,99.95,No data,"negro, gold",2,4,0,0,2,1,2,0,mixta,0.5384615384615385,0.510054844606947
BULLPADEL VERTEX 04 MASTER FINAL 2023,244.95,bullpadel,No data,3,2,0,2,2,3,2,3,hombre,0.8461538461538463,0.8391224862888482
STAR VIE BASALTO OSIRIS,119.95,No data,"negro, amarillo",3,4,0,0,2,2,2,0,mixta,0.6346153846153847,0.6197440585009141
DUNLOP IMPACT CARBON PRO LTD NARANJA,69.95,dunlop,"negro, gris, naranja",2,2,1,0,2,0,2,2,mixta,0.5461538461538462,0.513711151736746
ADIDAS X-TREME NEGRO BLANCO,49.95,adidas,"negro, blanco",1,4,1,0,2,1,2,0,mixta,0.5269230769230769,0.4917733089579525
STAR VIE AQUILA SPACE,119.95,No data,"negro, amarillo, azul",3,4,0,0,2,2,2,0,mixta,0.6346153846153847,0.6197440585009141
WINGPADEL AIR TORNADO ATTK 4.0 3K,51.95,wingpadel,"negro, rojo, verde",0,4,0,0,2,3,1,3,hombre,0.6346153846153847,0.6581352833638026
HEAD EVO SPEED 2023,45.95,head,"negro, azul",1,1,1,0,1,2,1,1,mixta,0.3730769230769231,0.35283363802559414
NOX MP10 GEM ATOMIKAS 23,108.95,nox,"negro, multicolor",1,2,0,0,2,1,2,2,mixta,0.4807692307692308,0.4771480804387569
DUNLOP SAMURAI,49.95,dunlop,"negro, gris, azul",2,4,0,0,1,2,1,0,mixta,0.5,0.44789762340036565
HEAD FLASH 2023,54.95,head,"negro, marrón",2,1,1,3,1,2,0,2,hombre,0.6230769230769231,0.5502742230347349
ADIDAS ADIPOWER 3.1 2022,148.95,adidas,"negro, amarillo, azul",3,2,0,0,2,3,2,0,hombre,0.5576923076923077,0.586837294332724
ADIDAS ADIPOWER CTRL 3.0,119.95,adidas,"negro, blanco, naranja",2,2,0,0,3,1,2,0,mixta,0.46153846153846156,0.49542961608775143
NOX ML10 LIMITED EDITION 2023,184.95,nox,"negro, gris",1,2,0,2,2,1,2,1,hombre,0.5384615384615385,0.510054844606947
PALA SIUX SUBZERO 3,99.95,siux,"negro, rojo",3,4,0,0,2,3,2,3,hombre,0.8461538461538463,0.8391224862888482
NOX ATTRACTION WPT ADVANCED SERIES 2022,87.95,nox,"negro, amarillo",3,2,1,0,2,3,2,0,hombre,0.6038461538461538,0.623400365630713
ADIDAS METALBONE 3.3 2024,239.95,adidas,negro,3,4,0,1,2,3,2,3,hombre,0.9038461538461539,0.882998171846435
DUNLOP EXPLOSIVE PRO LTD AZUL,64.95,dunlop,"negro, azul, verde",2,1,1,0,1,1,1,0,mixta,0.3346153846153846,0.29798903107861063
WILSON ULTRA TEAM V2,54.95,wilson,"negro, azul",3,2,1,0,2,3,1,0,mixta,0.5653846153846154,0.5795246800731262
PALA SIUX ELECTRA ST2 JUNIOR,49.95,siux,"negro, amarillo",2,2,0,2,2,0,2,2,junior,0.6153846153846154,0.5648994515539306
BABOLAT TECHNICAL VERTUO 2022,85.95,babolat,rojo,3,2,1,0,2,3,2,0,hombre,0.6038461538461538,0.623400365630713
WILSON BELA TEAM PADEL 2,88.95,wilson,"negro, rojo",3,2,1,0,2,3,1,0,mixta,0.5653846153846154,0.5795246800731262
DUNLOP RENEGADE SOFT,49.95,dunlop,"negro, gris, rosa",1,4,0,0,1,1,1,0,mixta,0.40384615384615385,0.3382084095063985
ADIDAS PRO CARBON CTRL GOLD,110.95,adidas,"negro, gold",1,4,0,0,2,1,1,0,mixta,0.44230769230769235,0.4113345521023766
NOX ML 10 PRO CUP SILVER,87.95,nox,"blanco, rosa",2,2,1,0,2,1,1,2,hombre,0.5461538461538462,0.5246800731261426
BULLPADEL AXYM DB 2022,69.95,bullpadel,"rojo, plateado",2,4,2,0,2,2,2,0,mixta,0.6692307692307692,0.6380255941499086
ADIDAS METALBONE YOUTH 3.2 JUNIOR 2023,69.0,adidas,"negro, blanco, rojo",3,4,1,0,1,3,1,3,junior,0.8153846153846154,0.7586837294332724
STAR VIE TITANIA KEPLER,69.95,No data,"negro, azul, rojo",2,4,1,0,2,1,2,0,mixta,0.5846153846153846,0.546617915904936
HEAD DELTA JUNIOR 2022,49.95,head,No data,0,1,1,0,1,2,1,0,junior,0.2576923076923077,0.27056672760511885
BULLPADEL SKY AMARILLO,35.95,bullpadel,"negro, amarillo",1,4,1,0,1,1,1,0,mixta,0.45,0.3747714808043876
STAR VIE ICARUS,39.95,No data,"negro, gris",2,4,1,0,2,1,1,0,mixta,0.5461538461538462,0.5027422303473492
DUNLOP IMPACT CARBON PRO LTD VERDE,44.95,dunlop,"negro, gris, verde",2,2,1,0,2,0,2,2,mixta,0.5461538461538462,0.513711151736746
SIUX ELECTRA ST2 HYBRID,139.95,siux,"negro, azul",2,2,0,2,2,0,2,2,hombre,0.6153846153846154,0.5648994515539306
VIBOR-A KING COBRA BLACK 1K,135.95,vibor-a,"negro, rojo",3,4,0,0,2,3,2,0,mixta,0.6730769230769231,0.6745886654478976
WILSON BLADE PRO PADEL V2 2 NEGRO VERDE,165.95,wilson,"negro, verde",0,4,0,0,2,2,2,0,mixta,0.46153846153846156,0.4826325411334553
BULLPADEL SKY ROSA,55.95,bullpadel,"negro, rosa",1,4,1,0,1,1,1,0,mixta,0.45,0.3747714808043876
NOX MJ10 GEM ATOMIKAS 23,109.95,nox,"negro, naranja, azul",2,2,0,0,2,2,2,2,mixta,0.576923076923077,0.586837294332724
